# source=Generated from data/weapons/ JSON + validate_and_clean_tsv.py
arxbasef	6.5	420.0	254.0	345.0	7.5
arxblkf	6.5	508.0	254.0	345.0	7.5
arxghexacopointersndsf	5.56	508.0	203.2	380.0	4.0
arxghexarcopointersndsf	5.56	508.0	203.2	380.0	4.0
arxghexdmspointersndsbipodf	5.56	508.0	203.2	380.0	4.0
arxghexf	6.5	508.0	254.0	345.0	7.5
arxhexacopointersndsf	5.56	508.0	203.2	380.0	4.0
arxhexarcolxws	5.56	508.0	203.2	380.0	4.0
arxhexarcopointersndsf	5.56	508.0	203.2	380.0	4.0
arxhexdmspointerbipodlxws	5.56	508.0	203.2	380.0	4.0
arxhexdmspointersndsbipodf	5.56	508.0	203.2	380.0	4.0
arxhexf	6.5	508.0	254.0	345.0	7.5
arxviperhexf	5.56	508.0	203.2	380.0	4.0
ash12baserf	12.7	400.0	229.0	280.0	16.8
ash12blkacoflashlightrf	12.7	400.0	228.6	400.0	41.9
ash12blkacosndflashlightrf	12.7	400.0	228.6	400.0	41.9
ash12blkholosndflashlightrf	12.7	400.0	228.6	400.0	41.9
ash12blkrf	12.7	400.0	228.6	400.0	41.9
ash12blksndrf	12.7	400.0	228.6	400.0	41.9
ash12desertrf	12.7	400.0	228.6	400.0	41.9
ash12glbaserf	12.7	400.0	228.6	400.0	41.9
ash12glblkacorf	12.7	400.0	228.6	400.0	41.9
ash12glblkacosndrf	12.7	400.0	228.6	400.0	41.9
ash12glblkrf	12.7	400.0	228.6	400.0	41.9
ash12glblksndrf	12.7	400.0	228.6	400.0	41.9
ash12gldesertrf	12.7	400.0	228.6	400.0	41.9
ash12glurbanrf	12.7	400.0	228.6	400.0	41.9
ash12glwoodrf	12.7	400.0	228.6	400.0	41.9
ash12lrbaserf	12.7	450.0	229.0	280.0	16.8
ash12lrblkrf	12.7	450.0	228.6	400.0	41.9
ash12lrblkvrcosndflashlightrf	12.7	450.0	228.6	400.0	41.9
ash12lrdesertrf	12.7	450.0	228.6	400.0	41.9
ash12lrurbanrf	12.7	450.0	228.6	400.0	41.9
ash12lrwoodrf	12.7	450.0	228.6	400.0	41.9
ash12sandsndrf	12.7	400.0	228.6	400.0	41.9
ash12urbanrf	12.7	400.0	228.6	400.0	41.9
ash12urbanvrcosndrf	12.7	400.0	228.6	400.0	41.9
ash12woodrf	12.7	400.0	228.6	400.0	41.9
asval	9.0	200.0	240.0	320	16.0
bcamok98k	7.62	610.0	240.0	380.0	9.5
bcamom40a1	5.56	508.0	178.0	380.0	4.0
bk98k	7.62	610.0	240.0	380.0	9.5
bm16	5.56	508.0	178.0	380.0	4.0
bm4956	5.56	508.0	178.0	380.0	4.0
bmeleek98k	7.62	610.0	240.0	380.0	9.5
bmeleem1903	7.62	610.0	240.0	380.0	9.5
bmeleem36	7.62	508.0	240.0	380.0	9.5
bmeleem43etool01	5.56	508.0	178.0	380.0	4.0
bmg71pylons	7.62	508.0	240.0	380.0	9.5
bpatrolsoldierpistolf	9.0	114.3	406.4	250.0	8.0
c7a1base	5.56	508.0	178.0	430.0	4.0
c7a1blk	5.56	508.0	177.8	380.0	4.0
c7a1oli	5.56	508.0	177.8	380.0	4.0
c7a1olic79a1	5.56	508.0	177.8	380.0	4.0
cannon30mmplanecas02f	30.0	2000.0	240.0	430.0	350.0
carbinepouch	7.62	508.0	240.0	380.0	9.5
carbinepouchod7	7.62	508.0	240.0	380.0	9.5
carlgustafm2base	12.7	508.0	381.0	400.0	41.9
compatspem2proxy	12.7	610.0	381.0	400.0	41.9
compatspemg34proxy	7.92	508.0	250.0	380.0	12.8
compatspemg42proxy	7.92	610.0	250.0	380.0	12.8
cswgmg20mm	20.0	508.0	250.0	400.0	100.0
cswhmgm2mounted	7.62	1143.0	304.8	380.0	9.5
cswhmgstatic	12.7	610.0	381.0	400.0	41.9
cswtitanaastatic	40.0	508.0	250.0	380.0	230.0
cswtitanatstatic	40.0	508.0	250.0	380.0	230.0
ctarbasef	5.56	330.0	185.0	380.0	4.5
ctarblkacof	5.56	463.0	244.0	380.0	4.0
ctarblkacoflashf	5.56	463.0	244.0	380.0	4.0
ctarblkacopointerf	5.56	463.0	244.0	380.0	4.0
ctarblkacopointersndsf	5.56	463.0	244.0	380.0	4.0
ctarblkarcof	5.56	463.0	244.0	380.0	4.0
ctarblkarcoflashf	5.56	463.0	244.0	380.0	4.0
ctarblkarcopointerf	5.56	463.0	244.0	380.0	4.0
ctarblkarcopointersndsf	5.56	463.0	244.0	380.0	4.0
ctarblkf	5.8	463.0	185.0	380.0	4.5
ctarblkflashf	5.56	463.0	244.0	380.0	4.0
ctarblkpointerf	5.56	463.0	244.0	380.0	4.0
ctarghexf	5.8	463.0	185.0	380.0	4.5
ctarglbasef	5.56	320.0	185.0	380.0	4.5
ctarglblkacof	5.56	463.0	244.0	380.0	4.0
ctarglblkacoflashf	5.56	463.0	244.0	380.0	4.0
ctarglblkacopointersndsf	5.56	463.0	244.0	380.0	4.0
ctarglblkarcoflashf	5.56	463.0	244.0	380.0	4.0
ctarglblkarcopointerf	5.56	463.0	244.0	380.0	4.0
ctarglblkf	5.8	463.0	185.0	380.0	4.5
ctarglf	5.56	368	178	430	4.0
ctarglghexf	5.8	463.0	185.0	380.0	4.5
ctarglhexf	5.8	463.0	185.0	380.0	4.5
ctarhexf	5.8	463.0	185.0	380.0	4.5
ctarsbasef	5.56	600.0	244.0	380.0	4.0
ctarsblkf	5.8	600.0	185.0	380.0	4.5
ctarsblkflashf	5.56	600.0	244.0	380.0	4.0
ctarsblkpointerf	5.56	600.0	244.0	380.0	4.0
ctarsghexf	5.8	600.0	185.0	380.0	4.5
ctarshexf	5.8	600.0	185.0	380.0	4.5
cyrusbasef	9.3	680.0	356.0	380.0	18.5
deaglebronzerf	9.0	127.0	482.0	250.0	8.0
deaglecamorf	9.0	127.0	482.0	250.0	8.0
deagleclassicrf	9.0	127.0	482.0	250.0	8.0
deaglecopperrdsrf	9.0	127.0	482.0	250.0	8.0
deaglecopperrf	9.0	127.0	482.0	250.0	8.0
deaglegoldrf	9.0	127.0	482.0	250.0	8.0
deaglegoldvrcorf	9.0	127.0	482.0	250.0	8.0
deaglerf	12.7	127.0	482.0	240.0	19.4
deagleyorrisrf	9.0	127.0	482.0	250.0	8.0
deminingdisruptor01basef	18.5	200.0	0	50.0	40.0
deminingdisruptor01f	18.5	200.0	0	50.0	40.0
dmr01acof	7.62	609.6	241.3	380.0	9.5
dmr01arcof	7.62	609.6	241.3	380.0	9.5
dmr01basef	7.62	508.0	305.0	415.0	9.5
dmr01blackdmsbirf	7.62	609.6	241.3	380.0	9.5
dmr01blackrf	7.62	609.6	241.3	380.0	9.5
dmr01dmsbif	7.62	609.6	241.3	380.0	9.5
dmr01dmsf	7.62	609.6	241.3	380.0	9.5
dmr01dmssndsbif	7.62	609.6	241.3	380.0	9.5
dmr01dmssndsf	7.62	609.6	241.3	380.0	9.5
dmr01f	7.62	609.6	305.0	415.0	9.5
dmr01mrcof	7.62	609.6	241.3	380.0	9.5
dmr01sosf	7.62	609.6	241.3	380.0	9.5
dmr01tandmssndsbirf	7.62	609.6	241.3	380.0	9.5
dmr01tanrf	7.62	609.6	241.3	380.0	9.5
dmr02acof	7.62	508.0	254.0	380.0	9.5
dmr02arcof	7.62	508.0	254.0	380.0	9.5
dmr02basef	8.6	610.0	238.0	410.0	16.2
dmr02camoamslpf	7.62	508.0	254.0	380.0	9.5
dmr02camof	7.62	508.0	254.0	380.0	9.5
dmr02dmsf	7.62	508.0	254.0	380.0	9.5
dmr02f	8.6	508.0	238.0	410.0	16.2
dmr02mrcof	7.62	508.0	254.0	380.0	9.5
dmr02sniperamslpsf	7.62	508.0	254.0	380.0	9.5
dmr02sniperf	7.62	508.0	254.0	380.0	9.5
dmr02sosf	7.62	508.0	254.0	380.0	9.5
dmr03acof	7.62	508.0	254.0	380.0	9.5
dmr03amsf	7.62	508.0	254.0	380.0	9.5
dmr03arcof	7.62	508.0	254.0	380.0	9.5
dmr03basef	7.62	508.0	285.0	415.0	9.5
dmr03dmsf	7.62	508.0	254.0	380.0	9.5
dmr03dmssndsf	7.62	508.0	254.0	380.0	9.5
dmr03f	7.62	508.0	285.0	415.0	9.5
dmr03khakif	7.62	508.0	254.0	380.0	9.5
dmr03mrcof	7.62	508.0	254.0	380.0	9.5
dmr03multicamf	7.62	508.0	254.0	380.0	9.5
dmr03sosf	7.62	508.0	254.0	380.0	9.5
dmr03tanamslpf	7.62	508.0	254.0	380.0	9.5
dmr03tanf	7.62	508.0	254.0	380.0	9.5
dmr03woodlandf	7.62	508.0	254.0	380.0	9.5
dmr04acof	7.62	450.0	250.0	380.0	9.5
dmr04arcof	7.62	450.0	250.0	380.0	9.5
dmr04basef	7.62	508.0	305.0	380.0	9.5
dmr04dmsf	7.62	450.0	250.0	380.0	9.5
dmr04dmsweatheredkirff	7.62	450.0	250.0	380.0	9.5
dmr04f	12.7	450.0	381.0	379.0	42.0
dmr04mrcof	7.62	450.0	250.0	380.0	9.5
dmr04nslpf	7.62	450.0	250.0	380.0	9.5
dmr04sosf	7.62	450.0	250.0	380.0	9.5
dmr04tanf	7.62	450.0	250.0	380.0	9.5
dmr05acof	7.62	620.0	360.0	380.0	9.5
dmr05arcof	7.62	620.0	360.0	380.0	9.5
dmr05basef	9.3	610.0	356.0	380.0	18.5
dmr05blkf	9.3	620.0	356.0	380.0	18.5
dmr05dmsf	7.62	620.0	360.0	380.0	9.5
dmr05dmssndsf	7.62	620.0	360.0	380.0	9.5
dmr05f	6.5	508	203	380	7.9
dmr05hexf	7.62	620.0	360.0	380.0	9.5
dmr05khslpf	7.62	620.0	360.0	380.0	9.5
dmr05mrcof	7.62	620.0	360.0	380.0	9.5
dmr05sosf	7.62	620.0	360.0	380.0	9.5
dmr05tanf	7.62	620.0	360.0	380.0	9.5
dmr06basef	6.5	610.0	254.0	380.0	7.9
dmr06camof	7.62	558.8	254.0	380.0	7.9
dmr06camokhsf	7.62	558.8	304.8	380.0	9.5
dmr06f	6.5	508	203	380	7.9
dmr06hunterf	7.62	558.8	254.0	380.0	7.9
dmr06hunterkhsf	7.62	558.8	304.8	380.0	9.5
dmr06olivef	7.62	558.8	304.8	380.0	9.5
dmr07basef	5.56	508.0	254.0	430	7.9
dmr07blkdmsf	7.62	640.0	206.0	380.0	9.5
dmr07blkdmssndsf	7.62	640.0	206.0	380.0	9.5
dmr07blkf	6.5	640.0	254.0	380.0	7.9
dmr07blkfarcoflashf	7.62	640.0	206.0	380.0	9.5
dmr07f	6.5	508	203	380	7.9
dmr07ghexf	6.5	640.0	254.0	380.0	7.9
dmr07hexf	6.5	640.0	254.0	380.0	7.9
dp28	7.62	610.0	240.0	380.0	9.5
dshkmbase	12.7	610.0	381.0	400.0	41.9
dshkmcommanderturret	12.7	610.0	381.0	400.0	41.9
dshkmloaderturret	12.7	610.0	381.0	400.0	41.9
dshkmmachinegunturret01	12.7	610.0	381.0	400.0	41.9
dshkmmainturret	12.7	610.0	381.0	400.0	41.9
dshkmvtwin	12.7	610.0	381.0	400.0	41.9
ebr2f	7.62	508	254	380	9.5
ebracof	7.62	457.2	304.8	380.0	9.5
ebrarcopointerf	7.62	457.2	304.8	380.0	9.5
ebrarcopointersndsf	7.62	457.2	304.8	380.0	9.5
ebrbasef	7.62	508.0	240.0	380.0	9.5
ebrblkhamrbpdlxws	7.62	457.2	304.8	380.0	9.5
ebrblkholosightbpdlxws	7.62	457.2	304.8	380.0	9.5
ebrblklxws	7.62	457.2	304.8	380.0	9.5
ebrblktwsbpdblklxws	7.62	457.2	304.8	380.0	9.5
ebrdmsf	7.62	457.2	304.8	380.0	9.5
ebrdmspointersndsf	7.62	457.2	304.8	380.0	9.5
ebrf	7.62	508	254	380	9.5
ebrhamrpointerf	7.62	457.2	304.8	380.0	9.5
ebrmrcolpbif	7.62	457.2	304.8	380.0	9.5
ebrmrcopointerf	7.62	457.2	304.8	380.0	9.5
ebrsnakehamrbipodlxws	7.62	457.2	304.8	380.0	9.5
ebrsnakehamrpointerbipodsndlxws	7.62	457.2	304.8	380.0	9.5
ebrsnakelxws	7.62	457.2	304.8	380.0	9.5
ebrsosf	7.62	457.2	304.8	380.0	9.5
esd01antenna01f	9.0	127.0	254.0	250.0	8.0
esd01antenna02f	9.0	127.0	254.0	250.0	8.0
esd01antenna03f	9.0	127.0	254.0	250.0	8.0
esd01basef	9.0	127.0	254.0	250.0	8.0
esd01dummyf	9.0	127.0	254.0	250.0	8.0
esd01f	9.0	127.0	254.0	250.0	8.0
f1smg	7.62	508.0	240.0	380.0	9.5
fab250pylons	12.7	508.0	381.0	400.0	41.9
fab500pylons	12.7	508.0	381.0	400.0	41.9
fak	7.62	508.0	240.0	380.0	9.5
fakeprimaryweapon	7.62	508.0	240.0	380.0	9.5
fal	7.62	508.0	240.0	380.0	9.5
falbase	7.62	508.0	240.0	380.0	9.5
falf	7.62	508.0	240.0	380.0	9.5
feroz24stanagclawbase	5.56	508.0	178.0	380.0	4.0
feroz24stanagclawblk	5.56	508.0	178.0	380.0	4.0
feroz24stanagclawoli	5.56	508.0	178.0	380.0	4.0
feroz24stanaghkbase	5.56	508.0	178.0	380.0	4.0
feroz24stanaghkblk	5.56	508.0	178.0	380.0	4.0
feroz24stanagsigbase	5.56	508.0	178.0	380.0	4.0
feroz24stanagsigblk	5.56	508.0	178.0	380.0	4.0
feroz51stanagclawbase	5.56	508.0	178.0	380.0	4.0
feroz51stanagclawoli	5.56	508.0	178.0	380.0	4.0
feroz51stanaghkbase	5.56	508.0	178.0	380.0	4.0
feroz51stanaghkoli	5.56	508.0	178.0	380.0	4.0
feroz51stanagsigbase	5.56	508.0	178.0	380.0	4.0
feroz51stanagsigoli	5.56	508.0	178.0	380.0	4.0
fg42e	7.92	500.0	240.0	380.0	12.8
fg42ezfg42	7.92	500.0	240.0	380.0	12.8
fim43base	5.56	508.0	178.0	380.0	4.0
fim43oli	5.56	508.0	178.0	380.0	4.0
fim43spentoli	5.56	508.0	178.0	380.0	4.0
fim92	9.0	508.0	254.0	250.0	8.0
fkb1pm	9.0	508.0	254.0	250.0	8.0
fkb1pmsd	9.0	508.0	254.0	250.0	8.0
flashlightp2brkak74handguarddino	5.56	508.0	178.0	380.0	4.0
flashlightp2brkakhandguarddino	7.62	508.0	240.0	380.0	9.5
flashlightp2brkakkhandguarddino	7.62	508.0	240.0	380.0	9.5
flashlightp2whtak74handguardblu	5.56	508.0	178.0	380.0	4.0
flashlightp2whtakhandguardblu	7.62	508.0	240.0	380.0	9.5
flashlightp2whtakkhandguardblu	7.62	508.0	240.0	380.0	9.5
fm24m29	12.7	500.0	270.0	400.0	41.9
g11base	4.73	508.0	250.0	380.0	10.0
g11k2base	4.73	540.0	155.0	380.0	3.2
g11k2blk	4.73	540.0	154.94	380.0	10.0
g11k2risbase	4.73	540.0	154.94	380.0	10.0
g11k2risblk	4.73	540.0	154.94	380.0	10.0
g3	7.62	450.0	305.0	415.0	9.5
g36a0base	5.56	480.06	177.8	380.0	4.0
g36a1base	5.56	480.06	177.8	380.0	4.0
g36a1blk	5.56	480.06	177.8	380.0	4.0
g36a1des	5.56	480.06	177.8	380.0	4.0
g36a2base	5.56	480.06	177.8	380.0	4.0
g36base	5.56	480.0	178.0	430.0	4.0
g36ebase	5.56	480.06	177.8	380.0	4.0
g36eblk	5.56	480.06	177.8	380.0	4.0
g3a3a0base	7.62	449.58	304.8	380.0	9.5
g3a3a0blk	7.62	449.58	304.8	380.0	9.5
g3a3a0gold	7.62	449.58	304.8	380.0	9.5
g3a3a0grn	7.62	449.58	304.8	380.0	9.5
g3a3a0oli	7.62	449.58	304.8	380.0	9.5
g3a3a1base	7.62	449.58	304.8	380.0	9.5
g3a3a1blk	7.62	449.58	304.8	380.0	9.5
g3a3a1grn	7.62	449.58	304.8	380.0	9.5
g3a3a1oli	7.62	449.58	304.8	380.0	9.5
g3a3a1risbase	7.62	449.58	304.8	380.0	9.5
g3a3a1risblk	7.62	449.58	304.8	380.0	9.5
g3a3a1risgrn	7.62	449.58	304.8	380.0	9.5
g3a3a1risoli	7.62	449.58	304.8	380.0	9.5
g3a3base	7.62	449.58	304.8	380.0	9.5
g3a3blk	7.62	449.58	304.8	380.0	9.5
g3a3blkferoz24	7.62	449.58	304.8	380.0	9.5
g3a3des	7.62	449.58	304.8	380.0	9.5
g3a3desferoz24	7.62	449.58	304.8	380.0	9.5
g3a3dmrbase	7.62	449.58	304.8	380.0	9.5
g3a3dmrblk	7.62	449.58	304.8	380.0	9.5
g3a3dmrdes	7.62	449.58	304.8	380.0	9.5
g3a3dmrgrn	7.62	449.58	304.8	380.0	9.5
g3a3dmroli	7.62	449.58	304.8	380.0	9.5
g3a3grn	7.62	449.58	304.8	380.0	9.5
g3a3oli	7.62	449.58	304.8	380.0	9.5
g3a3oliferoz24	7.62	449.58	304.8	380.0	9.5
g3a4a0base	7.62	449.58	304.8	380.0	9.5
g3a4a0blk	7.62	449.58	304.8	380.0	9.5
g3a4a0grn	7.62	449.58	304.8	380.0	9.5
g3a4a0oli	7.62	449.58	304.8	380.0	9.5
g3a4a1base	7.62	449.58	304.8	380.0	9.5
g3a4a1blk	7.62	449.58	304.8	380.0	9.5
g3a4a1grn	7.62	449.58	304.8	380.0	9.5
g3a4a1oli	7.62	449.58	304.8	380.0	9.5
g3a4a1risbase	7.62	449.58	304.8	380.0	9.5
g3a4a1risblk	7.62	449.58	304.8	380.0	9.5
g3a4a1risgrn	7.62	449.58	304.8	380.0	9.5
g3a4a1risoli	7.62	449.58	304.8	380.0	9.5
g3a4base	7.62	449.58	304.8	380.0	9.5
g3a4blk	7.62	449.58	304.8	380.0	9.5
g3a4des	7.62	449.58	304.8	380.0	9.5
g3a4ebrblk	7.62	449.58	304.8	380.0	9.5
g3a4ebrdes	7.62	449.58	304.8	380.0	9.5
g3a4ebrgrn	7.62	449.58	304.8	380.0	9.5
g3a4ebroli	7.62	449.58	304.8	380.0	9.5
g3a4grn	7.62	449.58	304.8	380.0	9.5
g3a4oli	7.62	449.58	304.8	380.0	9.5
g3base	7.62	450.0	305.0	415.0	9.5
g3dmrbase	7.62	449.58	304.8	380.0	9.5
g3ebrbase	7.62	449.58	304.8	380.0	9.5
g3ka4a1base	7.62	314.96	304.8	380.0	9.5
g3ka4a1blk	7.62	314.96	304.8	380.0	9.5
g3ka4a1grn	7.62	314.96	304.8	380.0	9.5
g3ka4a1oli	7.62	314.96	304.8	380.0	9.5
g3ka4a1risbase	7.62	314.96	304.8	380.0	9.5
g3ka4a1risblk	7.62	314.96	304.8	380.0	9.5
g3ka4base	7.62	315.0	305.0	415.0	9.5
g3ka4blk	7.62	314.96	304.8	380.0	9.5
g3ka4grn	7.62	314.96	304.8	380.0	9.5
g3ka4oli	7.62	314.96	304.8	380.0	9.5
g3sg1a1base	7.62	449.58	304.8	380.0	9.5
g3sg1a1blk	7.62	449.58	304.8	380.0	9.5
g3sg1a1grn	7.62	449.58	304.8	380.0	9.5
g3sg1a1oli	7.62	449.58	304.8	380.0	9.5
g3sg1base	7.62	449.58	304.8	380.0	9.5
g3sg1blk	7.62	449.58	304.8	380.0	9.5
g3sg1grn	7.62	449.58	304.8	380.0	9.5
g3sg1oli	7.62	449.58	304.8	380.0	9.5
g43	7.92	550.0	240.0	380.0	12.8
galatacolxws	5.56	535.0	304.8	380.0	4.0
galatbaselxws	7.62	535.0	305.0	415.0	9.5
